/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_10146_1.png,603 160 627 829 690
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_10176_1.png,757 867 569 675 654
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_10455_1.png,537 450 603 690 236
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_105849_1.png,208 207 273 176 179
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_10641_1.png,899 760 859 514 614
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_10686_1.png,569 734 829 864 412
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_106956_1.png,820 802 895 864 867
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_107743_1.png,675 803 864 555 569
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11049_1.png,284 230 155 203 283
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11237_1.png,569 867 690 675 864
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11522_1.png,568 569 617 869 775
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11582_1.png,603 730 676 51 236
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11721_1.png,569 561 803 654 864
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11779_1.png,560 491 518 621 678
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_11831_1.png,536 829 569 872 456
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_12163_1.png,87 345 100 177 99
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_12170_1.png,829 874 468 454 498
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_12327_1.png,428 690 354 603 856
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_1299_1.png,690 345 339 159 603
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_1367_1.png,867 569 510 561 864
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_14403_1.png,829 468 874 561 569
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_15448_1.png,833 569 690 519 450
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_15583_1.png,864 569 654 609 561
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_15763_1.png,690 171 172 603 246
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_1665_1.png,258 569 672 915 450
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_1752_1.png,690 191 226 345 160
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_19176_1.png,569 690 829 670 408
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_2083_1.png,575 555 654 627 569
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_2233_1.png,603 829 803 569 476
/home/ubuntu/6804_final_project/test_images/levelFIVE/occluded_test_busFIVE_n02924116_22519_1.png,603 612 569 675 654
